"Step","baseline_runseed=4 - training/episode/length","baseline_runseed=4 - training/episode/length__MIN","baseline_runseed=4 - training/episode/length__MAX","baseline_runseed=3 - training/episode/length","baseline_runseed=3 - training/episode/length__MIN","baseline_runseed=3 - training/episode/length__MAX","baseline_runseed=2 - training/episode/length","baseline_runseed=2 - training/episode/length__MIN","baseline_runseed=2 - training/episode/length__MAX","baseline_runseed=1 - training/episode/length","baseline_runseed=1 - training/episode/length__MIN","baseline_runseed=1 - training/episode/length__MAX","baseline_runseed=0 - training/episode/length","baseline_runseed=0 - training/episode/length__MIN","baseline_runseed=0 - training/episode/length__MAX"
"9759872","","","","","","","","","","","","","1680","1680","1680"
"9759936","","","","3062","3062","3062","","","","","","","","",""
"9761728","","","","","","","3531","3531","3531","","","","","",""
"9761856","","","","","","","","","","","","","2100","2100","2100"
"9762112","","","","","","","","","","2868","2868","2868","","",""
"9762496","","","","","","","5000","5000","5000","","","","","",""
"9762752","","","","","","","","","","","","","3876","3876","3876"
"9764160","","","","5000","5000","5000","","","","","","","","",""
"9765504","1170","1170","1170","","","","","","","","","","","",""
"9767296","","","","","","","5000","5000","5000","","","","429","429","429"
"9767488","","","","","","","","","","5000","5000","5000","","",""
"9767616","","","","5000","5000","5000","","","","","","","","",""
"9767872","","","","","","","","","","5000","5000","5000","","",""
"9769024","","","","","","","","","","610","610","610","","",""
"9769216","","","","","","","","","","","","","1119","1119","1119"
"9771968","5000","5000","5000","","","","","","","","","","","",""
"9772544","5000","5000","5000","","","","","","","","","","","",""
"9773568","","","","","","","","","","5000","5000","5000","","",""
"9773824","","","","","","","","","","5000","5000","5000","","",""
"9774528","","","","","","","5000","5000","5000","","","","","",""
"9775424","4245","4245","4245","","","","","","","","","","","",""
"9777024","","","","","","","5000","5000","5000","","","","","",""
"9777536","5000","5000","5000","","","","","","","","","","","",""
"9778560","","","","","","","","","","","","","2305","2305","2305"
"9780992","","","","3354","3354","3354","","","","","","","","",""
"9781312","","","","3123","3123","3123","","","","","","","","",""
"9781440","","","","","","","682","682","682","","","","","",""
"9781888","","","","1887","1887","1887","","","","","","","","",""
"9782080","","","","5000","5000","5000","","","","","","","","",""
"9782784","","","","5000","5000","5000","","","","","","","","",""
"9782848","","","","","","","2811","2811","2811","","","","","",""
"9783360","","","","","","","587","587","587","","","","","",""
"9784064","","","","","","","5000","5000","5000","","","","","",""
"9786240","","","","","","","5000","5000","5000","","","","","",""
"9787200","","","","","","","","","","911","911","911","","",""
"9788352","","","","","","","1957","1957","1957","","","","","",""
"9789440","","","","2662","2662","2662","","","","","","","","",""
"9790208","4736","4736","4736","","","","","","","","","","","",""
"9790272","","","","","","","","","","","","","5000","5000","5000"
"9792576","","","","","","","5000","5000","5000","","","","","",""
"9793280","","","","","","","","","","1267","1267","1267","","",""
"9793344","","","","1900","1900","1900","","","","","","","","",""
"9794304","","","","","","","","","","5000","5000","5000","","",""
"9794944","5000","5000","5000","","","","","","","","","","","",""
"9795392","","","","","","","","","","","","","2812","2812","2812"
"9795712","","","","3326","3326","3326","","","","","","","","",""
"9796736","","","","","","","","","","1390","1390","1390","","",""
"9796800","","","","","","","","","","5000","5000","5000","","",""
"9797760","","","","","","","5000","5000","5000","","","","","",""
"9798080","509","509","509","","","","","","","","","","","",""
"9801088","","","","","","","","","","1614","1614","1614","","",""
"9801216","","","","","","","","","","5000","5000","5000","","",""
"9803200","","","","","","","","","","","","","531","531","531"
"9803648","","","","","","","","","","3046","3046","3046","","",""
"9804096","","","","","","","","","","477","477","477","","",""
"9804416","","","","366","366","366","","","","","","","","",""
"9805824","","","","5000","5000","5000","","","","","","","","",""
"9805888","","","","","","","","","","2019","2019","2019","","",""
"9806336","","","","","","","3402","3402","3402","","","","","",""
"9807104","","","","","","","4654","4654","4654","","","","","",""
"9808320","","","","","","","","","","1679","1679","1679","","",""
"9810048","","","","","","","2986","2986","2986","","","","","",""
"9810432","","","","","","","","","","","","","2812","2812","2812"
"9810816","","","","","","","","","","","","","1281","1281","1281"
"9811264","","","","5000","5000","5000","","","","","","","","",""
"9811520","","","","","","","5000","5000","5000","","","","","",""
"9811584","","","","","","","","","","","","","1397","1397","1397"
"9811776","","","","","","","","","","2623","2623","2623","","",""
"9811840","","","","","","","","","","","","","902","902","902"
"9812096","","","","","","","","","","1880","1880","1880","","",""
"9812480","","","","","","","","","","","","","2024","2024","2024"
"9812608","","","","","","","907","907","907","","","","","",""
"9814528","","","","5000","5000","5000","","","","","","","","",""
"9815488","5000","5000","5000","","","","","","","","","","","",""
"9816064","5000","5000","5000","","","","","","","","","","","",""
"9816448","","","","5000","5000","5000","","","","","","","","",""
"9818688","","","","","","","","","","2488","2488","2488","","",""
"9821056","","","","","","","5000","5000","5000","","","","","",""
"9821952","978","978","978","","","","1259","1259","1259","","","","","",""
"9823232","","","","","","","5000","5000","5000","","","","","",""
"9823360","","","","","","","","","","5000","5000","5000","","",""
"9824128","5000","5000","5000","","","","","","","","","","","",""
"9824768","","","","","","","","","","3680","3680","3680","","",""
"9826624","","","","1928","1928","1928","","","","","","","","",""
"9826688","5000","5000","5000","","","","","","","","","","","",""
"9826816","5000","5000","5000","","","","","","","","","","","",""
"9827584","","","","","","","","","","4003","4003","4003","","",""
"9827840","","","","","","","","","","5000","5000","5000","","",""
"9828416","3863","3863","3863","","","","","","","","","","","",""
"9828864","5000","5000","5000","","","","","","","","","","","",""
"9830464","","","","","","","","","","3597","3597","3597","","",""
"9830528","","","","","","","","","","582","582","582","","",""
"9830592","","","","","","","","","","1690","1690","1690","","",""
"9830656","","","","5000","5000","5000","","","","","","","","",""
"9830848","","","","2819","2819","2819","","","","","","","","",""
"9831616","","","","","","","1146","1146","1146","","","","","",""
"9832320","","","","","","","","","","","","","2658","2658","2658"
"9832960","","","","","","","4269","4269","4269","","","","","",""
"9833088","","","","5000","5000","5000","","","","","","","","",""
"9833728","","","","1523","1523","1523","","","","","","","","",""
"9833792","","","","","","","","","","","","","1456","1456","1456"
"9833920","","","","","","","","","","2134","2134","2134","","",""
"9834176","","","","","","","","","","5000","5000","5000","","",""
"9834368","","","","2746","2746","2746","","","","","","","","",""
"9836672","","","","","","","","","","1231","1231","1231","","",""
"9837696","619","619","619","","","","","","","","","","","",""
"9838144","","","","1742","1742","1742","","","","","","","","",""
"9838272","5000","5000","5000","","","","","","","","","","","",""
"9838592","","","","","","","4771","4771","4771","","","","","",""
"9838912","","","","","","","5000","5000","5000","","","","","",""
"9839232","","","","893","893","893","","","","","","","","",""
"9839552","","","","","","","5000","5000","5000","","","","","",""
"9839744","","","","5000","5000","5000","","","","","","","","",""
"9840768","","","","","","","5000","5000","5000","","","","","",""
"9842496","5000","5000","5000","","","","","","","","","","","",""
"9842944","5000","5000","5000","","","","","","","","","","","",""
"9843072","","","","","","","4357","4357","4357","","","","","",""
"9843776","5000","5000","5000","","","","","","","","","","","",""
"9843904","","","","","","","4581","4581","4581","","","","","",""
"9845312","1346","1346","1346","","","","","","","","","","","",""
"9845376","","","","","","","","","","2046","2046","2046","","",""
"9845760","","","","","","","","","","","","","3398","3398","3398"
"9846528","5000","5000","5000","","","","","","","","","","","",""
"9847360","","","","3554","3554","3554","","","","","","","","",""
"9847616","","","","","","","","","","560","560","560","","",""
"9847680","5000","5000","5000","","","","","","","","","","","",""
"9847936","","","","1494","1494","1494","","","","","","","","",""
"9848128","","","","5000","5000","5000","","","","","","","","",""
"9848512","","","","","","","","","","1266","1266","1266","","",""
"9848640","","","","","","","","","","","","","231","231","231"
"9850240","","","","","","","5000","5000","5000","","","","","",""
"9852352","","","","","","","","","","2418","2418","2418","","",""
"9852800","5000","5000","5000","","","","","","","","","","","",""
"9853120","","","","3792","3792","3792","","","","","","","","",""
"9854208","","","","","","","","","","3378","3378","3378","","",""
"9854336","","","","","","","334","334","334","","","","","",""
"9855872","","","","","","","","","","1357","1357","1357","","",""
"9856064","5000","5000","5000","","","","","","","","","","","",""
"9857152","","","","","","","5000","5000","5000","","","","","",""
"9857600","","","","","","","1149","1149","1149","","","","","",""
"9859520","","","","5000","5000","5000","","","","","","","","",""
"9859584","","","","5000","5000","5000","","","","","","","","",""
"9859648","3137","3137","3137","","","","","","","","","","","",""
"9860352","","","","","","","","","","5000","5000","5000","","",""
"9861120","","","","2564","2564","2564","","","","","","","","",""
"9862528","","","","","","","","","","847","847","847","","",""
"9862848","","","","","","","1272","1272","1272","4831","4831","4831","","",""
"9863616","","","","","","","5000","5000","5000","","","","","",""
"9864448","","","","","","","2120","2120","2120","","","","","",""
"9865600","","","","","","","","","","","","","1071","1071","1071"
"9866176","","","","5000","5000","5000","","","","","","","","",""
"9866432","","","","","","","","","","1088","1088","1088","","",""
"9866560","","","","","","","","","","","","","1153","1153","1153"
"9866816","","","","","","","1160","1160","1160","","","","","",""
"9866880","","","","","","","5000","5000","5000","1637","1637","1637","","",""
"9868096","5000","5000","5000","","","","","","","","","","","",""
"9868160","","","","3961","3961","3961","","","","","","","","",""
"9868800","5000","5000","5000","","","","","","","","","","","",""
"9868864","4344","4344","4344","","","","","","","","","","","",""
"9869696","2701","2701","2701","","","","","","","","","","","",""
"9870464","","","","","","","","","","","","","906","906","906"
"9871552","","","","","","","","","","","","","1700","1700","1700"
