"Step","a3c_runseed=4 - training/episode/length","a3c_runseed=4 - training/episode/length__MIN","a3c_runseed=4 - training/episode/length__MAX","a3c_runseed=3 - training/episode/length","a3c_runseed=3 - training/episode/length__MIN","a3c_runseed=3 - training/episode/length__MAX","a3c_runseed=2 - training/episode/length","a3c_runseed=2 - training/episode/length__MIN","a3c_runseed=2 - training/episode/length__MAX","a3c_runseed=1 - training/episode/length","a3c_runseed=1 - training/episode/length__MIN","a3c_runseed=1 - training/episode/length__MAX","a3c_runseed=0 - training/episode/length","a3c_runseed=0 - training/episode/length__MIN","a3c_runseed=0 - training/episode/length__MAX"
"28574848","","","","","","","","","","120","120","120","","",""
"28575168","","","","","","","1315","1315","1315","","","","","",""
"28575296","428","428","428","","","","","","","","","","","",""
"28575744","","","","","","","107","107","107","","","","","",""
"28575872","203","203","203","","","","","","","","","","","",""
"28576000","151","151","151","","","","","","","","","","","",""
"28576064","","","","370","370","370","","","","","","","","",""
"28576128","","","","","","","292","292","292","","","","","",""
"28576192","444","444","444","","","","","","","","","","","",""
"28576960","","","","","","","","","","205","205","205","","",""
"28577408","","","","","","","","","","","","","100","100","100"
"28577472","","","","332","332","332","","","","565","565","565","375","375","375"
"28577536","","","","","","","","","","","","","291","291","291"
"28577920","","","","","","","","","","","","","197","197","197"
"28578112","115","115","115","","","","","","","","","","","",""
"28578176","","","","","","","307","307","307","","","","","",""
"28578240","184","184","184","","","","","","","","","","","",""
"28578304","","","","","","","","","","","","","238","238","238"
"28578432","","","","","","","","","","745","745","745","","",""
"28578944","","","","391","391","391","","","","","","","","",""
"28579136","","","","","","","354","354","354","","","","","",""
"28579584","","","","","","","","","","263","263","263","","",""
"28579840","","","","692","692","692","","","","","","","","",""
"28580288","","","","","","","","","","1144","1144","1144","","",""
"28580352","","","","702","702","702","","","","","","","","",""
"28580480","","","","109","109","109","","","","","","","","",""
"28580800","","","","","","","","","","730","730","730","","",""
"28581120","","","","112","112","112","","","","657","657","657","","",""
"28581376","","","","","","","526","526","526","237","237","237","372","372","372"
"28581696","","","","139","139","139","","","","","","","","",""
"28582016","","","","","","","637","637","637","","","","","",""
"28582336","300","300","300","","","","","","","","","","","",""
"28582400","312","312","312","","","","","","","","","","","",""
"28582464","","","","","","","","","","","","","388","388","388"
"28582848","","","","","","","","","","519","519","519","","",""
"28582976","","","","","","","422","422","422","","","","","",""
"28583168","","","","208","208","208","","","","788","788","788","","",""
"28583232","","","","609","609","609","","","","","","","","",""
"28583552","","","","117","117","117","","","","","","","","",""
"28584256","206","206","206","1957","1957","1957","","","","","","","","",""
"28584320","","","","","","","","","","115","115","115","","",""
"28584640","600","600","600","","","","","","","411","411","411","778","778","778"
"28584768","","","","","","","686","686","686","","","","","",""
"28584896","602","602","602","","","","","","","","","","","",""
"28584960","","","","","","","338","338","338","","","","","",""
"28585344","","","","110","110","110","","","","","","","","",""
"28586048","","","","","","","","","","","","","319","319","319"
"28586112","","","","","","","","","","","","","335","335","335"
"28586368","","","","140","140","140","","","","","","","","",""
"28586496","","","","","","","","","","246","246","246","","",""
"28586688","148","148","148","","","","","","","","","","","",""
"28586816","","","","431","431","431","","","","","","","","",""
"28587264","","","","","","","","","","1026","1026","1026","","",""
"28587392","","","","265","265","265","","","","","","","","",""
"28587520","","","","","","","","","","","","","292","292","292"
"28587648","666","666","666","","","","599","599","599","","","","","",""
"28587776","","","","185","185","185","","","","","","","","",""
"28587968","","","","","","","","","","157","157","157","","",""
"28588224","","","","","","","","","","427","427","427","","",""
"28588544","","","","1067","1067","1067","","","","","","","","",""
"28588672","","","","123","123","123","","","","","","","","",""
"28588992","436","436","436","","","","","","","","","","","",""
"28589440","133","133","133","","","","","","","","","","","",""
"28589568","223","223","223","","","","","","","","","","","",""
"28589824","","","","","","","","","","503","503","503","","",""
"28589952","","","","","","","","","","619","619","619","","",""
"28590272","","","","","","","","","","","","","529","529","529"
"28590720","265","265","265","","","","","","","","","","","",""
"28590784","","","","","","","","","","1816","1816","1816","","",""
"28590848","584","584","584","","","","","","","","","","","",""
"28591808","214","214","214","","","","225","225","225","","","","","",""
"28591936","","","","","","","","","","271","271","271","","",""
"28592128","","","","","","","153","153","153","","","","","",""
"28592256","","","","","","","","","","","","","153","153","153"
"28592448","","","","","","","","","","","","","350","350","350"
"28592512","","","","196","196","196","","","","","","","","",""
"28592768","","","","","","","251","251","251","","","","","",""
"28592960","","","","185","185","185","","","","","","","184","184","184"
"28593664","","","","","","","280","280","280","331","331","331","","",""
"28593984","","","","183","183","183","","","","","","","","",""
"28594112","591","591","591","","","","","","","","","","","",""
"28594176","","","","","","","","","","88","88","88","","",""
"28594368","","","","","","","","","","","","","754","754","754"
"28594624","","","","198","198","198","","","","","","","","",""
"28594688","","","","175","175","175","","","","","","","","",""
"28594816","","","","","","","","","","446","446","446","","",""
"28595008","","","","","","","160","160","160","","","","","",""
"28595392","","","","","","","","","","562","562","562","","",""
"28595520","","","","","","","","","","","","","1396","1396","1396"
"28595776","","","","","","","658","658","658","","","","","",""
"28596096","","","","","","","","","","389","389","389","","",""
"28596672","","","","116","116","116","","","","","","","","",""
"28596736","","","","","","","152","152","152","","","","","",""
"28596864","","","","","","","","","","352","352","352","","",""
"28597568","","","","","","","","","","659","659","659","","",""
"28597632","","","","","","","","","","","","","1849","1849","1849"
"28597760","","","","927","927","927","","","","","","","","",""
"28598208","","","","","","","207","207","207","","","","","",""
"28598272","","","","","","","","","","","","","236","236","236"
"28598336","","","","","","","113","113","113","419","419","419","","",""
"28598400","81","81","81","","","","","","","","","","","",""
"28598464","","","","","","","421","421","421","748","748","748","","",""
"28598592","","","","","","","670","670","670","","","","","",""
"28598784","","","","713","713","713","","","","","","","","",""
"28598848","","","","","","","","","","608","608","608","","",""
"28598976","","","","","","","","","","351","351","351","","",""
"28599872","","","","","","","","","","231","231","231","","",""
"28600384","245","245","245","","","","","","","","","","","",""
"28600768","","","","","","","111","111","111","","","","","",""
"28601088","153","153","153","","","","","","","","","","","",""
"28601600","997","997","997","","","","","","","86","86","86","","",""
"28602112","395","395","395","","","","","","","","","","","",""
"28602176","","","","","","","","","","273","273","273","","",""
"28603200","","","","313","313","313","","","","","","","","",""
"28603456","","","","","","","248","248","248","","","","","",""
"28603520","","","","270","270","270","","","","","","","","",""
"28603584","","","","","","","650","650","650","","","","","",""
"28603648","","","","","","","","","","","","","1310","1310","1310"
"28603712","","","","","","","307","307","307","","","","","",""
"28603776","","","","","","","","","","221","221","221","","",""
"28603904","","","","543","543","543","","","","","","","336","336","336"
"28603968","","","","","","","","","","188","188","188","","",""
"28604224","","","","257","257","257","","","","","","","","",""
"28604288","","","","","","","","","","","","","1642","1642","1642"
"28604608","412","412","412","","","","","","","","","","","",""
"28605120","588","588","588","","","","","","","","","","","",""
"28605184","185","185","185","","","","","","","","","","","",""
"28605376","60","60","60","","","","","","","","","","","",""
"28605632","","","","","","","369","369","369","","","","","",""
"28605888","","","","88","88","88","","","","","","","","",""
"28605952","","","","","","","","","","125","125","125","","",""
"28606080","","","","","","","","","","","","","927","927","927"
"28606336","","","","","","","","","","","","","1274","1274","1274"
"28606912","","","","","","","","","","134","134","134","","",""
"28607488","","","","","","","","","","305","305","305","","",""
"28607552","","","","324","324","324","","","","","","","","",""
"28607680","","","","","","","","","","","","","174","174","174"
"28607808","","","","473","473","473","","","","","","","","",""
"28608000","","","","167","167","167","","","","","","","","",""
"28608064","","","","565","565","565","","","","164","164","164","","",""
"28608384","","","","","","","","","","821","821","821","","",""
"28608768","","","","442","442","442","156","156","156","700","700","700","","",""
"28609600","911","911","911","","","","","","","","","","","",""
"28609728","","","","805","805","805","","","","","","","","",""
"28609856","","","","","","","280","280","280","","","","","",""
"28610240","303","303","303","","","","","","","","","","","",""
"28610432","","","","","","","551","551","551","","","","","",""
"28610944","","","","190","190","190","","","","243","243","243","","",""
"28611072","","","","","","","","","","175","175","175","","",""
"28611968","","","","282","282","282","","","","","","","","",""
"28612160","","","","","","","","","","490","490","490","","",""
"28612288","233","233","233","","","","","","","","","","","",""
"28612544","","","","","","","","","","724","724","724","","",""
"28612608","","","","","","","1153","1153","1153","","","","","",""
"28612800","","","","","","","","","","","","","463","463","463"
"28612928","398","398","398","","","","","","","","","","","",""
"28612992","","","","","","","","","","219","219","219","","",""
"28613056","1344","1344","1344","","","","","","","","","","","",""
"28613248","","","","","","","","","","193","193","193","","",""
"28613696","249","249","249","","","","","","","","","","","",""
"28613760","","","","","","","","","","","","","703","703","703"
"28613824","419","419","419","","","","","","","","","","","",""
"28614144","","","","573","573","573","","","","","","","","",""
"28614208","","","","","","","","","","406","406","406","","",""
"28614720","197","197","197","","","","","","","","","","","",""
"28614848","","","","","","","","","","","","","1157","1157","1157"
"28615040","","","","492","492","492","","","","","","","580","580","580"
"28615232","","","","","","","758","758","758","","","","","",""
"28615424","","","","299","299","299","","","","","","","","",""
"28615552","","","","","","","","","","331","331","331","","",""
"28615616","","","","161","161","161","","","","","","","","",""
"28615872","","","","","","","","","","633","633","633","","",""
"28615936","","","","","","","","","","393","393","393","","",""
"28616192","119","119","119","","","","","","","","","","154","154","154"
"28616320","249","249","249","","","","","","","","","","495","495","495"
"28616512","855","855","855","","","","","","","","","","","",""
"28616640","","","","","","","","","","134","134","134","1082","1082","1082"
"28616960","","","","","","","","","","","","","673","673","673"
"28617088","","","","","","","470","470","470","","","","","",""
"28617152","","","","","","","315","315","315","","","","","",""
"28617408","","","","","","","","","","","","","685","685","685"
"28618048","122","122","122","","","","","","","","","","","",""
"28618176","","","","","","","","","","","","","1169","1169","1169"
"28618688","","","","","","","","","","","","","864","864","864"
"28618752","","","","","","","","","","651","651","651","","",""
"28618880","163","163","163","","","","","","","","","","","",""
"28619072","","","","","","","","","","","","","416","416","416"
"28619264","","","","","","","","","","276","276","276","","",""
"28619456","","","","550","550","550","211","211","211","","","","","",""
"28619776","","","","","","","253","253","253","","","","","",""
"28620288","","","","","","","95","95","95","","","","","",""
"28620416","","","","581","581","581","","","","","","","","",""
"28620544","","","","","","","167","167","167","","","","","",""
"28620736","","","","153","153","153","","","","","","","","",""
"28621056","","","","","","","821","821","821","","","","","",""
"28621120","","","","","","","","","","","","","211","211","211"
"28621184","359","359","359","","","","","","","","","","","",""
"28621312","","","","155","155","155","","","","","","","","",""
"28621376","","","","667","667","667","","","","","","","","",""
"28621632","483","483","483","","","","","","","","","","","",""
"28621696","","","","","","","","","","","","","337","337","337"
"28622080","183","183","183","","","","","","","","","","","",""
"28622272","","","","","","","","","","500","500","500","","",""
"28622464","","","","","","","402","402","402","","","","","",""
"28623360","","","","","","","","","","194","194","194","","",""
"28623616","","","","","","","","","","276","276","276","","",""
"28623808","","","","","","","83","83","83","","","","","",""
"28623872","","","","439","439","439","","","","","","","","",""
"28624128","","","","","","","","","","","","","345","345","345"
"28624192","","","","","","","394","394","394","","","","","",""
"28624256","","","","124","124","124","","","","","","","","",""
"28624320","","","","666","666","666","","","","","","","","",""
"28624512","","","","","","","","","","","","","904","904","904"
"28624960","","","","709","709","709","","","","","","","","",""
"28625024","","","","","","","","","","405","405","405","","",""
"28625088","","","","","","","","","","1330","1330","1330","","",""
"28625216","320","320","320","916","916","916","","","","","","","","",""
"28625280","","","","","","","261","261","261","","","","","",""
"28625728","408","408","408","","","","","","","","","","","",""
"28625920","","","","","","","409","409","409","","","","","",""
"28625984","","","","222","222","222","","","","","","","546","546","546"
"28626048","775","775","775","","","","","","","496","496","496","142","142","142"
"28626176","","","","","","","","","","","","","151","151","151"
"28626240","","","","","","","","","","","","","315","315","315"
"28626368","504","504","504","","","","","","","","","","","",""
"28626560","","","","467","467","467","","","","","","","","",""
"28626688","","","","","","","85","85","85","","","","350","350","350"
"28626944","","","","","","","","","","","","","203","203","203"
"28627328","","","","","","","","","","","","","576","576","576"
"28627584","","","","","","","","","","369","369","369","","",""
"28627648","","","","","","","","","","","","","512","512","512"
"28627776","","","","","","","321","321","321","","","","","",""
"28627840","1357","1357","1357","","","","","","","","","","","",""
"28627904","","","","","","","","","","299","299","299","","",""
"28628224","239","239","239","","","","","","","","","","","",""
"28628480","","","","","","","135","135","135","","","","","",""
"28628800","","","","143","143","143","","","","","","","","",""
"28629056","","","","","","","","","","","","","1031","1031","1031"
"28629120","","","","186","186","186","","","","","","","689","689","689"
"28629184","","","","","","","219","219","219","","","","","",""
"28629952","","","","","","","","","","220","220","220","","",""
"28630464","173","173","173","","","","279","279","279","","","","","",""
"28630528","","","","389","389","389","","","","","","","","",""
"28630784","204","204","204","246","246","246","","","","","","","","",""
"28630848","","","","149","149","149","","","","","","","761","761","761"
"28631424","","","","","","","","","","462","462","462","","",""
"28631680","184","184","184","","","","","","","","","","","",""
"28632576","","","","","","","","","","669","669","669","","",""
"28632704","","","","","","","","","","420","420","420","","",""
"28632768","","","","","","","384","384","384","","","","","",""
"28633024","","","","","","","","","","","","","788","788","788"
"28633088","","","","","","","","","","","","","111","111","111"
"28633408","","","","","","","","","","221","221","221","","",""
"28633600","","","","","","","","","","408","408","408","","",""
"28633792","301","301","301","","","","","","","","","","","",""
"28633920","","","","","","","","","","","","","998","998","998"
"28633984","","","","212","212","212","","","","","","","","",""
"28634176","118","118","118","","","","","","","","","","","",""
"28634304","1152","1152","1152","","","","","","","","","","","",""
"28634496","67","67","67","","","","","","","","","","","",""
"28634752","","","","","","","","","","1042","1042","1042","","",""
"28635008","","","","","","","","","","884","884","884","","",""
"28635392","","","","","","","","","","184","184","184","","",""
"28635520","","","","","","","355","355","355","","","","","",""
"28636160","518","518","518","","","","","","","","","","","",""
"28636288","165","165","165","","","","","","","","","","","",""
"28636416","","","","","","","","","","121","121","121","","",""
"28636608","","","","","","","132","132","132","","","","","",""
"28637056","394","394","394","","","","","","","","","","","",""
"28637248","","","","","","","","","","","","","935","935","935"
"28637632","","","","","","","","","","1120","1120","1120","","",""
"28638016","","","","","","","","","","","","","162","162","162"
"28638080","","","","","","","","","","284","284","284","","",""
"28638464","221","221","221","","","","","","","","","","","",""
"28638784","","","","","","","","","","313","313","313","","",""
"28639168","205","205","205","","","","","","","","","","","",""
"28639552","","","","","","","","","","590","590","590","","",""
"28639680","367","367","367","","","","","","","","","","237","237","237"
"28640064","","","","","","","280","280","280","","","","","",""
"28640128","","","","","","","124","124","124","","","","","",""
"28640320","","","","","","","196","196","196","381","381","381","","",""
"28640576","","","","194","194","194","","","","","","","","",""
"28640640","","","","","","","179","179","179","","","","","",""
"28640704","","","","171","171","171","","","","","","","","",""
"28640768","","","","243","243","243","830","830","830","","","","","",""
"28640832","","","","","","","","","","","","","231","231","231"
"28640896","","","","","","","","","","","","","347","347","347"
"28640960","","","","","","","","","","","","","387","387","387"
"28641024","","","","","","","173","173","173","","","","","",""
"28641152","","","","","","","984","984","984","","","","582","582","582"
"28641344","107","107","107","","","","","","","","","","","",""
"28642048","","","","","","","","","","132","132","132","","",""
"28642176","","","","234","234","234","","","","","","","","",""
"28642240","","","","","","","","","","107","107","107","","",""
"28642304","","","","","","","141","141","141","","","","","",""
"28642368","273","273","273","","","","","","","","","","","",""
"28642496","","","","","","","950","950","950","","","","","",""
"28642944","225","225","225","","","","","","","","","","","",""
"28643072","","","","","","","341","341","341","","","","","",""
"28643456","","","","","","","328","328","328","130","130","130","","",""
"28643904","","","","","","","205","205","205","","","","414","414","414"
"28644288","91","91","91","","","","","","","","","","","",""
"28644352","798","798","798","","","","376","376","376","","","","","",""
"28644672","387","387","387","","","","","","","","","","","",""
"28645056","","","","","","","295","295","295","","","","","",""
"28645120","","","","","","","","","","","","","453","453","453"
"28645248","","","","","","","329","329","329","","","","","",""
"28645312","","","","","","","","","","186","186","186","","",""
"28645440","126","126","126","","","","","","","","","","","",""
"28645504","","","","","","","235","235","235","","","","284","284","284"
"28645568","","","","263","263","263","","","","","","","","",""
"28645888","","","","","","","345","345","345","","","","","",""
"28646336","","","","","","","445","445","445","","","","","",""
"28646656","","","","755","755","755","","","","","","","","",""
"28646784","","","","","","","","","","295","295","295","","",""
"28646848","","","","","","","222","222","222","","","","","",""
"28647104","371","371","371","","","","","","","","","","","",""
"28647360","","","","","","","","","","","","","120","120","120"
"28647616","154","154","154","","","","","","","","","","","",""
"28647808","550","550","550","","","","","","","","","","","",""
"28647872","","","","","","","236","236","236","","","","","",""
"28648192","","","","","","","559","559","559","","","","","",""
"28648512","615","615","615","","","","","","","","","","","",""
"28649344","","","","","","","","","","","","","153","153","153"
"28649472","","","","119","119","119","","","","","","","","",""
"28649664","85","85","85","","","","87","87","87","","","","","",""
"28649856","","","","","","","118","118","118","","","","","",""
"28649984","","","","","","","","","","1085","1085","1085","","",""
"28650112","","","","","","","153","153","153","","","","","",""
"28650176","","","","640","640","640","","","","","","","","",""
"28650368","","","","","","","","","","","","","402","402","402"
"28650432","","","","","","","","","","","","","1006","1006","1006"
"28650816","156","156","156","","","","","","","","","","","",""
"28650944","","","","399","399","399","","","","","","","","",""
"28651008","","","","","","","1238","1238","1238","","","","","",""
"28651200","284","284","284","","","","","","","","","","","",""
"28651776","","","","","","","","","","","","","351","351","351"
"28651968","","","","743","743","743","","","","","","","","",""
"28652160","467","467","467","","","","","","","","","","","",""
"28652224","","","","157","157","157","","","","","","","","",""
"28652480","","","","","","","285","285","285","786","786","786","","",""
"28652672","","","","","","","553","553","553","","","","","",""
"28653376","","","","","","","791","791","791","","","","","",""
"28653760","985","985","985","","","","","","","","","","","",""
"28653952","","","","","","","","","","498","498","498","","",""
"28654016","","","","","","","","","","","","","205","205","205"
"28654272","","","","","","","","","","253","253","253","","",""
"28654336","408","408","408","","","","","","","","","","","",""
"28654720","","","","","","","","","","","","","735","735","735"
"28654976","","","","","","","","","","","","","450","450","450"
"28655168","","","","","","","","","","170","170","170","","",""
"28655872","272","272","272","","","","353","353","353","","","","","",""
"28655936","80","80","80","","","","","","","","","","","",""
"28656000","","","","","","","107","107","107","","","","","",""
"28656640","","","","123","123","123","","","","","","","","",""
"28656704","","","","","","","235","235","235","","","","","",""
"28657024","","","","","","","","","","","","","151","151","151"
"28657280","","","","","","","","","","","","","1278","1278","1278"
"28657472","","","","","","","205","205","205","","","","","",""
"28657536","","","","","","","","","","","","","210","210","210"
"28657856","","","","309","309","309","","","","535","535","535","","",""
"28657920","","","","112","112","112","","","","","","","","",""
"28658368","","","","","","","","","","","","","103","103","103"
"28659072","","","","130","130","130","","","","750","750","750","","",""
"28659648","","","","","","","67","67","67","584","584","584","","",""
"28659776","263","263","263","","","","","","","","","","","",""
"28660032","","","","86","86","86","","","","","","","","",""
"28660096","411","411","411","","","","","","","","","","","",""
"28660160","","","","197","197","197","","","","","","","","",""
"28660352","","","","1008","1008","1008","","","","","","","","",""
"28660416","","","","","","","","","","453","453","453","","",""
"28660480","729","729","729","","","","","","","","","","","",""
"28660928","","","","","","","789","789","789","","","","","",""
"28661248","","","","","","","250","250","250","","","","","",""
"28661504","","","","","","","","","","513","513","513","","",""
"28661568","","","","","","","","","","","","","257","257","257"
"28661760","","","","","","","449","449","449","","","","","",""
"28662016","","","","","","","319","319","319","","","","","",""
"28662336","","","","","","","","","","257","257","257","","",""
"28662400","197","197","197","","","","","","","","","","","",""
"28662464","","","","","","","","","","","","","555","555","555"
"28662528","","","","","","","","","","","","","99","99","99"
"28662592","","","","1403","1403","1403","","","","","","","","",""
"28662912","","","","","","","","","","816","816","816","","",""
"28662976","","","","","","","","","","","","","1720","1720","1720"
"28663360","","","","459","459","459","","","","","","","352","352","352"
"28663424","","","","","","","","","","1471","1471","1471","","",""
"28663680","875","875","875","1105","1105","1105","","","","","","","","",""
"28663808","","","","","","","","","","647","647","647","","",""
"28663872","","","","322","322","322","","","","","","","","",""
"28664256","","","","","","","","","","156","156","156","","",""
"28664320","","","","386","386","386","","","","","","","686","686","686"
"28664704","","","","","","","","","","","","","240","240","240"
"28665024","","","","","","","","","","","","","146","146","146"
"28665088","","","","","","","","","","194","194","194","","",""
"28665152","","","","929","929","929","","","","","","","","",""
"28665280","","","","","","","","","","341","341","341","","",""
"28665408","","","","","","","","","","237","237","237","","",""
"28665792","","","","","","","385","385","385","","","","","",""
"28665984","","","","","","","","","","923","923","923","","",""
"28666048","123","123","123","","","","","","","","","","","",""
"28666176","","","","","","","","","","","","","580","580","580"
"28666432","","","","207","207","207","","","","647","647","647","","",""
"28666752","243","243","243","","","","","","","","","","","",""
"28667072","109","109","109","","","","","","","","","","","",""
"28667136","","","","265","265","265","","","","","","","","",""
"28667456","","","","","","","301","301","301","","","","","",""
"28667776","","","","203","203","203","","","","","","","","",""
"28667904","","","","161","161","161","","","","","","","","",""
"28668032","","","","497","497","497","","","","176","176","176","","",""
"28668096","105","105","105","","","","","","","","","","","",""
"28668288","","","","","","","","","","705","705","705","","",""
"28668608","","","","","","","","","","","","","284","284","284"
"28668672","","","","","","","","","","","","","359","359","359"
"28668928","533","533","533","","","","329","329","329","","","","","",""
"28669440","574","574","574","","","","","","","","","","","",""
"28669632","","","","","","","","","","1396","1396","1396","","",""
"28670272","340","340","340","","","","","","","","","","","",""
"28670848","","","","","","","132","132","132","","","","","",""
"28670912","","","","","","","686","686","686","","","","","",""
"28670976","","","","","","","","","","","","","469","469","469"
"28671040","","","","","","","","","","","","","850","850","850"
"28671232","","","","","","","","","","","","","815","815","815"
"28671744","","","","","","","","","","","","","302","302","302"
"28672000","787","787","787","","","","","","","576","576","576","","",""
"28672256","","","","","","","","","","1155","1155","1155","","",""
"28672320","","","","","","","","","","","","","1282","1282","1282"
"28672896","","","","216","216","216","","","","","","","","",""
"28673088","","","","","","","","","","","","","1481","1481","1481"
"28673216","","","","823","823","823","","","","686","686","686","","",""
"28673472","","","","208","208","208","","","","517","517","517","","",""
"28673600","","","","","","","","","","682","682","682","","",""
"28673856","658","658","658","","","","","","","","","","","",""
"28674176","","","","246","246","246","","","","","","","","",""
"28674240","","","","","","","","","","228","228","228","","",""
"28674304","","","","","","","520","520","520","","","","","",""
"28674880","220","220","220","","","","","","","","","","","",""
"28674944","","","","","","","","","","174","174","174","","",""
"28675008","","","","","","","280","280","280","","","","","",""
"28675200","","","","","","","900","900","900","","","","","",""
"28675392","","","","","","","101","101","101","","","","","",""
"28675648","","","","","","","","","","313","313","313","","",""
"28675712","","","","","","","546","546","546","","","","653","653","653"
"28675840","","","","","","","","","","","","","286","286","286"
"28675968","","","","","","","","","","","","","952","952","952"
"28676096","","","","","","","","","","212","212","212","","",""
"28676160","","","","","","","294","294","294","","","","","",""
"28676608","","","","","","","","","","93","93","93","","",""
"28676800","","","","","","","99","99","99","","","","","",""
"28676928","","","","","","","202","202","202","","","","311","311","311"
"28677056","","","","","","","","","","","","","239","239","239"
"28677184","","","","","","","","","","268","268","268","","",""
"28677952","","","","","","","","","","","","","319","319","319"
"28678528","387","387","387","","","","","","","","","","","",""
"28678720","483","483","483","","","","","","","","","","","",""
"28679360","367","367","367","","","","","","","","","","","",""
"28679424","","","","","","","","","","698","698","698","","",""
"28679488","","","","","","","","","","","","","501","501","501"
"28679680","","","","","","","","","","","","","132","132","132"
"28679808","","","","269","269","269","","","","","","","","",""
"28680064","","","","","","","365","365","365","","","","","",""
"28680448","","","","","","","","","","","","","464","464","464"
"28680768","","","","","","","","","","224","224","224","","",""
"28681344","","","","221","221","221","","","","","","","628","628","628"
"28681664","","","","","","","","","","","","","864","864","864"
"28682176","1309","1309","1309","","","","","","","","","","","",""
"28682240","","","","","","","353","353","353","","","","","",""
"28682368","","","","","","","412","412","412","","","","","",""
"28682560","","","","","","","234","234","234","","","","","",""
"28682816","","","","","","","101","101","101","","","","","",""
"28682944","185","185","185","","","","","","","","","","","",""
"28683136","","","","","","","","","","","","","91","91","91"
"28683200","","","","","","","765","765","765","","","","","",""
"28683328","","","","","","","","","","","","","443","443","443"
"28683392","","","","215","215","215","","","","","","","","",""
"28683520","","","","","","","","","","","","","1115","1115","1115"
"28683712","","","","","","","","","","264","264","264","","",""
"28683904","","","","","","","","","","","","","321","321","321"
"28684032","","","","","","","","","","","","","298","298","298"
"28684288","","","","","","","","","","","","","208","208","208"
"28684352","","","","","","","","","","","","","908","908","908"
"28684672","","","","","","","","","","141","141","141","","",""
"28685248","","","","","","","","","","428","428","428","","",""
"28685440","","","","","","","","","","","","","534","534","534"
"28685568","331","331","331","","","","","","","","","","","",""
"28685824","","","","280","280","280","","","","","","","","",""
"28686016","","","","","","","","","","194","194","194","","",""
"28686080","","","","","","","","","","202","202","202","","",""
"28686272","","","","","","","","","","151","151","151","","",""
"28686400","","","","","","","","","","","","","99","99","99"
"28686720","","","","","","","180","180","180","","","","","",""
"28686848","","","","","","","214","214","214","","","","445","445","445"
"28687872","","","","","","","","","","369","369","369","","",""
"28687936","","","","","","","","","","547","547","547","","",""
"28688320","","","","","","","","","","","","","238","238","238"
"28688448","","","","","","","","","","","","","405","405","405"
"28688512","","","","131","131","131","","","","","","","","",""
"28689024","","","","221","221","221","","","","","","","","",""
"28689280","","","","","","","","","","","","","193","193","193"
"28689408","","","","","","","","","","","","","386","386","386"
"28689728","","","","","","","","","","792","792","792","","",""
"28689792","","","","","","","","","","429","429","429","","",""
"28689856","885","885","885","","","","","","","","","","","",""
"28689984","","","","281","281","281","299","299","299","","","","","",""
"28690048","","","","608","608","608","","","","","","","","",""
"28690432","","","","","","","","","","","","","497","497","497"
"28690752","","","","166","166","166","","","","","","","","",""
"28690880","","","","416","416","416","","","","","","","","",""
"28691136","","","","","","","","","","767","767","767","","",""
"28691264","","","","","","","","","","338","338","338","","",""
"28691328","","","","430","430","430","","","","","","","","",""
"28692864","","","","","","","199","199","199","","","","","",""
"28693056","","","","","","","268","268","268","","","","","",""
"28693568","408","408","408","","","","","","","","","","","",""
"28693632","","","","151","151","151","","","","","","","","",""
"28693888","","","","","","","","","","956","956","956","","",""
"28694016","","","","292","292","292","506","506","506","","","","","",""
"28694080","435","435","435","83","83","83","","","","","","","","",""
"28694912","","","","","","","","","","","","","181","181","181"
"28695168","411","411","411","","","","","","","","","","","",""
"28695232","","","","","","","","","","105","105","105","","",""
"28695360","","","","917","917","917","","","","504","504","504","","",""
"28695616","","","","","","","892","892","892","","","","","",""
"28695680","","","","","","","","","","","","","901","901","901"
"28696192","","","","","","","","","","261","261","261","","",""
"28696256","","","","","","","147","147","147","","","","","",""
"28696576","","","","","","","","","","","","","797","797","797"
"28696640","","","","","","","","","","","","","169","169","169"
"28696960","375","375","375","","","","","","","","","","","",""
"28697216","","","","","","","","","","","","","92","92","92"
"28697536","","","","133","133","133","","","","","","","","",""
"28697664","372","372","372","","","","","","","2094","2094","2094","","",""
"28698368","","","","","","","","","","","","","157","157","157"
"28698496","","","","","","","","","","","","","212","212","212"
"28698688","","","","","","","174","174","174","","","","","",""
"28698752","","","","","","","152","152","152","","","","","",""
"28698880","","","","","","","187","187","187","","","","","",""
"28698944","","","","","","","","","","","","","325","325","325"
"28699392","","","","","","","","","","","","","510","510","510"
"28699456","","","","","","","","","","","","","868","868","868"
"28699520","","","","","","","","","","447","447","447","","",""
"28700160","228","228","228","","","","","","","","","","","",""
"28700608","96","96","96","","","","","","","","","","","",""
"28700800","","","","","","","392","392","392","","","","","",""
"28701056","","","","","","","456","456","456","","","","","",""
"28701248","","","","","","","","","","","","","145","145","145"
"28701376","","","","","","","146","146","146","","","","","",""
"28701440","255","255","255","","","","","","","","","","314","314","314"
"28701696","","","","","","","","","","","","","724","724","724"
"28701888","","","","","","","186","186","186","","","","","",""
"28702272","","","","","","","364","364","364","","","","","",""
"28702400","","","","","","","","","","124","124","124","","",""
"28702528","","","","","","","","","","112","112","112","","",""
"28702848","","","","459","459","459","","","","","","","","",""
"28702912","","","","190","190","190","","","","","","","","",""
"28703104","","","","467","467","467","","","","847","847","847","","",""
